Type,Path,Class,Fname,xTrain,xCorrect,xWrong,Mean,Var
Train,data/train/Boots-Knee/8014966.3.jpg,Boots-Knee,8014966.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8072840.3.jpg,Boots-Knee,8072840.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003490.253857.jpg,Boots-Knee,8003490.253857.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7988807.54424.jpg,Boots-Knee,7988807.54424.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970322.289965.jpg,Boots-Knee,7970322.289965.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8087375.247314.jpg,Boots-Knee,8087375.247314.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7543660.53799.jpg,Boots-Knee,7543660.53799.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7677036.3.jpg,Boots-Knee,7677036.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7835625.376830.jpg,Boots-Knee,7835625.376830.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970242.247343.jpg,Boots-Knee,7970242.247343.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8046460.72.jpg,Boots-Knee,8046460.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7978066.238319.jpg,Boots-Knee,7978066.238319.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8051299.328.jpg,Boots-Knee,8051299.328.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792053.289891.jpg,Boots-Knee,7792053.289891.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003588.81355.jpg,Boots-Knee,8003588.81355.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7994119.1084.jpg,Boots-Knee,7994119.1084.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8076540.1942.jpg,Boots-Knee,8076540.1942.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8029141.3.jpg,Boots-Knee,8029141.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7872108.317334.jpg,Boots-Knee,7872108.317334.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8024628.6.jpg,Boots-Knee,8024628.6.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8024500.3.jpg,Boots-Knee,8024500.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8076552.85076.jpg,Boots-Knee,8076552.85076.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7594577.377055.jpg,Boots-Knee,7594577.377055.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8072821.3.jpg,Boots-Knee,8072821.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987812.6.jpg,Boots-Knee,7987812.6.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7999985.3.jpg,Boots-Knee,7999985.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8014966.401.jpg,Boots-Knee,8014966.401.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8026447.72981.jpg,Boots-Knee,8026447.72981.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7834480.1162.jpg,Boots-Knee,7834480.1162.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7837755.3.jpg,Boots-Knee,7837755.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987368.396.jpg,Boots-Knee,7987368.396.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7837817.307408.jpg,Boots-Knee,7837817.307408.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7307548.14.jpg,Boots-Knee,7307548.14.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8077090.72.jpg,Boots-Knee,8077090.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8045192.377630.jpg,Boots-Knee,8045192.377630.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7991846.72.jpg,Boots-Knee,7991846.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7248368.263081.jpg,Boots-Knee,7248368.263081.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8015002.401.jpg,Boots-Knee,8015002.401.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8051153.328.jpg,Boots-Knee,8051153.328.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7543660.352769.jpg,Boots-Knee,7543660.352769.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7821538.2529.jpg,Boots-Knee,7821538.2529.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8076540.328.jpg,Boots-Knee,8076540.328.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7988438.35095.jpg,Boots-Knee,7988438.35095.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792015.9448.jpg,Boots-Knee,7792015.9448.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8000835.14296.jpg,Boots-Knee,8000835.14296.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987902.20.jpg,Boots-Knee,7987902.20.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8020702.310.jpg,Boots-Knee,8020702.310.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004410.365187.jpg,Boots-Knee,8004410.365187.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8034308.406015.jpg,Boots-Knee,8034308.406015.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004410.365188.jpg,Boots-Knee,8004410.365188.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970322.256518.jpg,Boots-Knee,7970322.256518.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8038739.3.jpg,Boots-Knee,8038739.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987335.3.jpg,Boots-Knee,7987335.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8021328.370407.jpg,Boots-Knee,8021328.370407.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8122033.3.jpg,Boots-Knee,8122033.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7371451.167257.jpg,Boots-Knee,7371451.167257.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003557.325.jpg,Boots-Knee,8003557.325.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8071006.377079.jpg,Boots-Knee,8071006.377079.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004410.1651.jpg,Boots-Knee,8004410.1651.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8007205.365721.jpg,Boots-Knee,8007205.365721.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987368.158.jpg,Boots-Knee,7987368.158.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7857454.325.jpg,Boots-Knee,7857454.325.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8013877.3.jpg,Boots-Knee,8013877.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8006687.4845.jpg,Boots-Knee,8006687.4845.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8005946.60.jpg,Boots-Knee,8005946.60.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7307548.3.jpg,Boots-Knee,7307548.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003490.239195.jpg,Boots-Knee,8003490.239195.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004711.3.jpg,Boots-Knee,8004711.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792025.20.jpg,Boots-Knee,7792025.20.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7791990.529.jpg,Boots-Knee,7791990.529.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7791990.81355.jpg,Boots-Knee,7791990.81355.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7821536.301561.jpg,Boots-Knee,7821536.301561.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003538.352768.jpg,Boots-Knee,8003538.352768.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8000821.3455.jpg,Boots-Knee,8000821.3455.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7870666.371118.jpg,Boots-Knee,7870666.371118.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987340.401.jpg,Boots-Knee,7987340.401.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7594577.377135.jpg,Boots-Knee,7594577.377135.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7821536.289854.jpg,Boots-Knee,7821536.289854.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7599192.18.jpg,Boots-Knee,7599192.18.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7996729.3.jpg,Boots-Knee,7996729.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970322.352789.jpg,Boots-Knee,7970322.352789.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8060603.383520.jpg,Boots-Knee,8060603.383520.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8029187.2743.jpg,Boots-Knee,8029187.2743.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970243.253858.jpg,Boots-Knee,7970243.253858.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7348548.1647.jpg,Boots-Knee,7348548.1647.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7999624.574.jpg,Boots-Knee,7999624.574.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7334553.108790.jpg,Boots-Knee,7334553.108790.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004418.55257.jpg,Boots-Knee,8004418.55257.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7847503.328.jpg,Boots-Knee,7847503.328.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003490.246726.jpg,Boots-Knee,8003490.246726.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7858434.125647.jpg,Boots-Knee,7858434.125647.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7827433.3.jpg,Boots-Knee,7827433.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7986102.72.jpg,Boots-Knee,7986102.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7765283.106.jpg,Boots-Knee,7765283.106.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8016783.371162.jpg,Boots-Knee,8016783.371162.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8051279.2529.jpg,Boots-Knee,8051279.2529.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7976773.106.jpg,Boots-Knee,7976773.106.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8068237.60221.jpg,Boots-Knee,8068237.60221.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8014997.3.jpg,Boots-Knee,8014997.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7841051.585.jpg,Boots-Knee,7841051.585.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8010441.3.jpg,Boots-Knee,8010441.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7671157.247274.jpg,Boots-Knee,7671157.247274.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8110047.379901.jpg,Boots-Knee,8110047.379901.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8043369.376981.jpg,Boots-Knee,8043369.376981.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003490.239194.jpg,Boots-Knee,8003490.239194.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792025.325.jpg,Boots-Knee,7792025.325.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8041945.3.jpg,Boots-Knee,8041945.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792024.184651.jpg,Boots-Knee,7792024.184651.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003558.352826.jpg,Boots-Knee,8003558.352826.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7248368.69259.jpg,Boots-Knee,7248368.69259.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7594628.325.jpg,Boots-Knee,7594628.325.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8045179.72.jpg,Boots-Knee,8045179.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8023483.287521.jpg,Boots-Knee,8023483.287521.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8071379.3.jpg,Boots-Knee,8071379.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7719158.376811.jpg,Boots-Knee,7719158.376811.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8015993.368359.jpg,Boots-Knee,8015993.368359.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7920102.216.jpg,Boots-Knee,7920102.216.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8077091.4418.jpg,Boots-Knee,8077091.4418.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8013878.3.jpg,Boots-Knee,8013878.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8000821.13429.jpg,Boots-Knee,8000821.13429.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8014963.20.jpg,Boots-Knee,8014963.20.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003478.248964.jpg,Boots-Knee,8003478.248964.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8023967.3.jpg,Boots-Knee,8023967.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8029514.372972.jpg,Boots-Knee,8029514.372972.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8043222.7294.jpg,Boots-Knee,8043222.7294.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7594577.377117.jpg,Boots-Knee,7594577.377117.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8004736.3.jpg,Boots-Knee,8004736.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8028130.372444.jpg,Boots-Knee,8028130.372444.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792057.289893.jpg,Boots-Knee,7792057.289893.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7371451.352769.jpg,Boots-Knee,7371451.352769.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8060273.6.jpg,Boots-Knee,8060273.6.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8016053.368376.jpg,Boots-Knee,8016053.368376.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8049189.3.jpg,Boots-Knee,8049189.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7844690.3.jpg,Boots-Knee,7844690.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7976773.61505.jpg,Boots-Knee,7976773.61505.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7671157.280254.jpg,Boots-Knee,7671157.280254.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7594577.377054.jpg,Boots-Knee,7594577.377054.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7793422.23246.jpg,Boots-Knee,7793422.23246.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8013878.401.jpg,Boots-Knee,8013878.401.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8051319.4418.jpg,Boots-Knee,8051319.4418.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970325.248956.jpg,Boots-Knee,7970325.248956.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8016232.368453.jpg,Boots-Knee,8016232.368453.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7543660.352767.jpg,Boots-Knee,7543660.352767.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8122033.714.jpg,Boots-Knee,8122033.714.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8050508.4418.jpg,Boots-Knee,8050508.4418.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792108.274157.jpg,Boots-Knee,7792108.274157.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8041834.3.jpg,Boots-Knee,8041834.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8029561.963.jpg,Boots-Knee,8029561.963.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8024628.3.jpg,Boots-Knee,8024628.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003498.352765.jpg,Boots-Knee,8003498.352765.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8059556.234832.jpg,Boots-Knee,8059556.234832.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8051979.72.jpg,Boots-Knee,8051979.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003538.352765.jpg,Boots-Knee,8003538.352765.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8008964.238567.jpg,Boots-Knee,8008964.238567.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8013877.401.jpg,Boots-Knee,8013877.401.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7988668.198714.jpg,Boots-Knee,7988668.198714.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7563151.164450.jpg,Boots-Knee,7563151.164450.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7880820.351576.jpg,Boots-Knee,7880820.351576.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7976774.106.jpg,Boots-Knee,7976774.106.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7348548.103.jpg,Boots-Knee,7348548.103.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8008253.84.jpg,Boots-Knee,8008253.84.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8003475.248973.jpg,Boots-Knee,8003475.248973.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7999133.290752.jpg,Boots-Knee,7999133.290752.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7880584.325.jpg,Boots-Knee,7880584.325.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8057628.18.jpg,Boots-Knee,8057628.18.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8017352.60.jpg,Boots-Knee,8017352.60.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8060273.973.jpg,Boots-Knee,8060273.973.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792053.184651.jpg,Boots-Knee,7792053.184651.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8030174.3.jpg,Boots-Knee,8030174.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7839341.171729.jpg,Boots-Knee,7839341.171729.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7987923.3.jpg,Boots-Knee,7987923.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8024788.19429.jpg,Boots-Knee,8024788.19429.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7996914.20.jpg,Boots-Knee,7996914.20.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7792024.352783.jpg,Boots-Knee,7792024.352783.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7820952.137960.jpg,Boots-Knee,7820952.137960.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8056812.72.jpg,Boots-Knee,8056812.72.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970641.364849.jpg,Boots-Knee,7970641.364849.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7821298.3.jpg,Boots-Knee,7821298.3.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8042007.12680.jpg,Boots-Knee,8042007.12680.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8029498.216.jpg,Boots-Knee,8029498.216.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970325.248957.jpg,Boots-Knee,7970325.248957.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/7970641.256518.jpg,Boots-Knee,7970641.256518.jpg,0.0,0.0,0.0,,
Train,data/train/Boots-Knee/8033779.7294.jpg,Boots-Knee,8033779.7294.jpg,0.0,0.0,0.0,,
